time,latitude,longitude,depth,magnitude,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-06-08T14:31:59.124Z,60.0068,-159.4235,0,1.1,ml,,,,0.4,ak,ak19731470,2018-06-08T14:36:43.472Z,"120km NNW of Dillingham, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-06-08T14:31:20.620Z,38.8201675,-122.7961655,3.07,0.44,md,11,87,0.01133,0.02,nc,nc73027361,2018-06-08T14:47:01.501Z,"6km NW of The Geysers, CA",earthquake,0.42,0.77,,1,automatic,nc,nc
2018-06-08T14:30:43.275Z,60.1057,-141.6783,0.1,1.2,ml,,,,0.76,ak,ak19731468,2018-06-08T14:34:59.323Z,"42km E of Cape Yakataga, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-06-08T14:28:32.799Z,63.1178,-151.4058,0.1,1.9,ml,,,,0.71,ak,ak19731464,2018-06-08T14:36:43.170Z,"110km NW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-06-08T14:23:11.220Z,19.4020004,-155.2615051,0.32,2.26,ml,22,81,0.005678,0.32,hv,hv70248577,2018-06-08T14:28:51.900Z,"4km SW of Volcano, Hawaii",earthquake,0.33,0.37,0.49,14,automatic,hv,hv
2018-06-08T14:19:05.780Z,44.7986667,-111.2001667,8.02,0.68,md,11,170,0.04795,0.17,uu,uu60285092,2018-06-08T14:53:52.230Z,"16km NNW of West Yellowstone, Montana",earthquake,0.79,0.85,0.214,8,reviewed,uu,uu
2018-06-08T14:18:18.074Z,38.4351,-118.3784,11.8,0.4,ml,5,206.77,0.033,0.1439,nn,nn00638787,2018-06-08T18:14:11.601Z,"23km ESE of Hawthorne, Nevada",earthquake,,3.8,0.33,2,reviewed,nn,nn
2018-06-08T14:16:42.820Z,19.4290009,-155.280838,0.35,1.88,ml,9,90,0.005219,0.05,hv,hv70248562,2018-06-08T14:22:23.600Z,"4km W of Volcano, Hawaii",earthquake,0.24,0.35,0.41,8,automatic,hv,hv
2018-06-08T14:13:41.430Z,19.4235001,-155.2683258,1.16,1.7,ml,13,84,0.003611,0.11,hv,hv70248557,2018-06-08T14:19:21.220Z,"3km WSW of Volcano, Hawaii",earthquake,0.36,0.24,0.09,6,automatic,hv,hv
2018-06-08T14:13:16.650Z,19.3366661,-155.0761719,5.17,2.51,ml,33,190,0.05288,0.26,hv,hv70248552,2018-06-08T14:18:57.050Z,"19km ESE of Volcano, Hawaii",earthquake,0.73,0.97,0.41,9,automatic,hv,hv
2018-06-08T14:08:21.560Z,38.8373337,-122.8371658,1.46,0.55,md,11,91,0.001814,0.04,nc,nc73027346,2018-06-08T14:24:01.385Z,"10km NW of The Geysers, CA",earthquake,0.5,0.65,,1,automatic,nc,nc
2018-06-08T14:07:33.130Z,37.654,-118.8218333,0.83,0.25,md,9,174,0.01951,0.05,nc,nc73027351,2018-06-08T17:53:03.511Z,"14km E of Mammoth Lakes, CA",earthquake,0.55,0.6,0.136,8,reviewed,nc,nc
2018-06-08T13:56:32.280Z,19.4041672,-155.2631683,0.49,1.88,ml,11,120,0.006484,0.1,hv,hv70248512,2018-06-08T14:02:13.960Z,"3km SW of Volcano, Hawaii",earthquake,0.3,0.14,0.37,9,automatic,hv,hv
2018-06-08T13:55:47.480Z,19.4311676,-155.2811737,-0.59,1.76,ml,8,147,0.007219,0.19,hv,hv70248507,2018-06-08T14:01:30.660Z,"4km W of Volcano, Hawaii",earthquake,0.31,0.68,0.22,5,automatic,hv,hv
2018-06-08T13:51:53.130Z,19.3981667,-155.2708282,0.37,2.48,ml,28,52,0.003848,0.15,hv,hv70248502,2018-06-08T13:57:33.370Z,"5km SW of Volcano, Hawaii",earthquake,0.18,0.23,0.43,12,automatic,hv,hv
2018-06-08T13:38:46.320Z,19.4179993,-155.2701721,0.64,2.07,ml,21,60,0.009332,0.16,hv,hv70248447,2018-06-08T13:44:25.980Z,"3km WSW of Volcano, Hawaii",earthquake,0.21,0.21,0.23,10,automatic,hv,hv
2018-06-08T13:32:11.680Z,38.8045006,-122.7956696,2.99,0.99,md,18,72,0.01283,0.04,nc,nc73027341,2018-06-08T13:56:02.251Z,"5km NW of The Geysers, CA",earthquake,0.28,0.61,0.19,4,automatic,nc,nc
2018-06-08T13:31:39.790Z,19.3339996,-155.1065063,-0.53,2.22,ml,42,143,0.05,0.32,hv,hv70248442,2018-06-08T13:37:17.830Z,"17km SE of Volcano, Hawaii",earthquake,0.52,0.23,3.67,6,automatic,hv,hv
2018-06-08T13:31:26.880Z,33.4893333,-116.796,4.33,0.42,ml,14,68,0.09033,0.26,ci,ci38193624,2018-06-08T13:54:39.091Z,"8km NE of Aguanga, CA",earthquake,0.48,1.18,0.047,13,reviewed,ci,ci
2018-06-08T13:31:07.550Z,37.6583328,-118.8381653,1.73,1.46,md,16,132,0.02042,0.05,nc,nc73027331,2018-06-08T15:05:01.609Z,"13km E of Mammoth Lakes, CA",earthquake,0.39,0.79,0.16,15,automatic,nc,nc
2018-06-08T13:31:04.240Z,19.3988342,-155.2693329,0.44,2.06,ml,19,61,0.003171,0.15,hv,hv70248437,2018-06-08T13:36:45.520Z,"4km SW of Volcano, Hawaii",earthquake,0.23,0.2,2.38,14,automatic,hv,hv
2018-06-08T13:28:47.890Z,37.6585,-118.8376667,0.4,0.36,md,8,135,0.02055,0.03,nc,nc73027336,2018-06-08T18:33:03.103Z,"13km E of Mammoth Lakes, CA",earthquake,0.7,0.61,0.112,7,reviewed,nc,nc
2018-06-08T13:26:38.400Z,19.4130001,-155.2664948,0.82,1.87,ml,19,70,0.006312,0.12,hv,hv70248427,2018-06-08T13:32:19.040Z,"3km WSW of Volcano, Hawaii",earthquake,0.2,0.13,0.24,10,automatic,hv,hv
2018-06-08T13:25:42.800Z,19.3290005,-155.1841736,1.14,2.04,ml,12,90,0.05211,0.19,hv,hv70248422,2018-06-08T13:31:23.580Z,"12km SSE of Volcano, Hawaii",earthquake,0.47,0.84,0.24,5,automatic,hv,hv
2018-06-08T13:21:39.340Z,18.1188,-67.2455,19,1.97,md,3,299,0.1695,0.45,pr,pr2018159010,2018-06-08T15:20:33.401Z,"7km NW of Puerto Real, Puerto Rico",earthquake,4.25,1.7,0.28,3,reviewed,pr,pr
2018-06-08T13:15:30.560Z,19.2931671,-155.4640045,7.64,2.29,ml,38,81,0.05547,0.29,hv,hv70248397,2018-06-08T13:21:10.270Z,"9km N of Pahala, Hawaii",earthquake,0.46,0.96,3.72,6,automatic,hv,hv
2018-06-08T13:11:37.800Z,35.9258333,-117.6303333,3.38,1.05,ml,15,61,0.02524,0.14,ci,ci38193608,2018-06-08T13:15:23.468Z,"25km E of Little Lake, CA",earthquake,0.3,0.42,0.137,13,automatic,ci,ci
2018-06-08T13:11:07.520Z,19.4020004,-155.2698364,-0.86,2.43,ml,19,75,0.005184,0.24,hv,hv70248392,2018-06-08T13:16:47.960Z,"4km SW of Volcano, Hawaii",earthquake,0.2,0.27,0.34,17,automatic,hv,hv
2018-06-08T13:09:25.270Z,19.4025002,-155.2579956,-0.02,2.05,ml,15,112,0.008688,0.15,hv,hv70248387,2018-06-08T13:15:07.850Z,"3km SW of Volcano, Hawaii",earthquake,0.2,0.3,0.25,8,automatic,hv,hv
2018-06-08T13:07:21.560Z,46.198,-122.1893333,2.65,0.48,ml,7,138,0.01622,0.06,uw,uw61383447,2018-06-08T17:55:25.940Z,"37km NNE of Amboy, Washington",earthquake,0.64,1.1,0.061,4,reviewed,uw,uw
2018-06-08T13:06:52.410Z,19.4090004,-155.2830048,0.44,2.14,ml,22,38,0.008678,0.23,hv,hv70248382,2018-06-08T13:12:33.640Z,"5km WSW of Volcano, Hawaii",earthquake,0.23,0.27,0.32,10,automatic,hv,hv
2018-06-08T12:58:48.290Z,19.3889999,-155.2583313,-0.37,2.41,ml,15,147,0.007482,0.26,hv,hv70248357,2018-06-08T13:04:30.180Z,"5km SSW of Volcano, Hawaii",earthquake,0.5,0.28,0.41,10,automatic,hv,hv
2018-06-08T12:58:39.960Z,18.503,-67.206,89,2.86,md,8,283,0.1012,0.56,pr,pr2018159009,2018-06-08T15:16:41.346Z,"9km NW of Caban, Puerto Rico",earthquake,4.26,2.81,0.29,8,reviewed,pr,pr
2018-06-08T12:57:37.460Z,19.4066658,-155.2633362,0.49,2.35,ml,22,64,0.006304,0.19,hv,hv70248352,2018-06-08T13:03:20.510Z,"3km SW of Volcano, Hawaii",earthquake,0.22,0.27,0.36,11,automatic,hv,hv
2018-06-08T12:45:27.480Z,39.7459984,-122.8496704,-0.32,2.42,md,19,53,0.1374,0.31,nc,nc73027321,2018-06-08T14:36:01.452Z,"15km NW of Alder Springs, CA",earthquake,0.68,7.94,0.16,16,automatic,nc,nc
2018-06-08T12:44:34.140Z,19.405,-155.281,1,5.2,mww,,,,0.73,us,us1000el7m,2018-06-08T18:22:38.697Z,"5km WSW of Volcano, Hawaii",volcanic eruption,1.2,2,0.11,8,reviewed,us,us
2018-06-08T12:44:06.030Z,37.6273333,-118.8516667,2.55,-0.01,md,11,86,0.01223,0.04,nc,nc73027326,2018-06-08T17:47:02.121Z,"11km E of Mammoth Lakes, CA",earthquake,0.41,0.8,0.14,9,reviewed,nc,nc
2018-06-08T12:43:30.990Z,19.3996667,-155.2825,0.84,3.07,ml,20,78,0.009391,0.09,hv,hv70248322,2018-06-08T18:54:23.118Z,"5km SW of Volcano, Hawaii",earthquake,0.18,0.16,0.194,17,reviewed,hv,hv
2018-06-08T12:42:15.600Z,19.3985004,-155.281662,0.41,3.56,ml,33,47,0.008186,0.35,hv,hv70248317,2018-06-08T14:52:04.549Z,"5km SW of Volcano, Hawaii",earthquake,0.23,0.28,2.24,19,automatic,hv,hv
2018-06-08T12:39:52.590Z,19.4121666,-155.2734985,1.23,3.5,ml,18,76,0.0114,0.14,hv,hv70248307,2018-06-08T14:49:31.755Z,"4km WSW of Volcano, Hawaii",earthquake,0.24,0.26,0.26,13,automatic,hv,hv
2018-06-08T12:38:46.060Z,19.4121666,-155.2818298,1.14,3.26,ml,51,22,0.005871,0.26,hv,hv70248302,2018-06-08T13:02:30.490Z,"5km WSW of Volcano, Hawaii",earthquake,0.3,0.2,3.29,37,automatic,hv,hv
2018-06-08T12:37:36.590Z,38.8243332,-122.8028336,2.27,1.37,md,25,50,0.005733,0.04,nc,nc73027316,2018-06-08T14:21:02.371Z,"7km NW of The Geysers, CA",earthquake,0.25,0.39,0.12,5,automatic,nc,nc
2018-06-08T12:37:07.230Z,19.3943329,-155.2708282,-0.85,2.71,ml,31,43,0.00285,0.35,hv,hv70248292,2018-06-08T12:42:48.960Z,"5km SW of Volcano, Hawaii",earthquake,0.23,0.27,2.01,23,automatic,hv,hv
2018-06-08T12:36:41.340Z,19.4214993,-155.2664948,1.36,2.69,ml,25,84,0.005461,0.11,hv,hv70248287,2018-06-08T12:42:22.920Z,"3km WSW of Volcano, Hawaii",earthquake,0.25,0.16,0.48,21,automatic,hv,hv
2018-06-08T12:36:32.820Z,60.0755,-141.6964,9.9,1.2,ml,,,,0.29,ak,ak19730411,2018-06-08T12:42:39.969Z,"40km E of Cape Yakataga, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-06-08T12:30:23.200Z,19.3666668,-155.2841644,-1.02,2.31,ml,12,124,0.0199,0.25,hv,hv70248272,2018-06-08T12:36:03.970Z,"8km SW of Volcano, Hawaii",earthquake,0.45,1.1,2.63,11,automatic,hv,hv
2018-06-08T12:27:43.320Z,38.8045006,-122.8213348,2.32,1.5,md,26,78,0.007521,0.04,nc,nc73027306,2018-06-08T13:54:01.240Z,"6km WNW of The Geysers, CA",earthquake,0.23,0.36,0.15,6,automatic,nc,nc
2018-06-08T12:27:19.100Z,19.395834,-155.276001,1.41,2.59,ml,31,48,0.002274,0.31,hv,hv70248267,2018-06-08T12:32:59.150Z,"5km SW of Volcano, Hawaii",earthquake,0.33,0.25,2.15,21,automatic,hv,hv
